Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1761231795,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761231796,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761231797,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761231798,35,GET,/booking/listavailableappartments,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,10,10,2800.0,2784.147590000066,2733.5540000058245,2818.815100006759,0.0
1761231798,35,,Aggregated,0.000000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,10,10,2800.0,2784.147590000066,2733.5540000058245,2818.815100006759,0.0
1761231799,75,GET,/booking/listavailableappartments,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,10,10,2800.0,2784.147590000066,2733.5540000058245,2818.815100006759,0.0
1761231799,75,,Aggregated,0.000000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,10,10,2800.0,2784.147590000066,2733.5540000058245,2818.815100006759,0.0
1761231800,90,GET,/booking/listavailableappartments,0.000000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,10,10,2800.0,2784.147590000066,2733.5540000058245,2818.815100006759,0.0
1761231800,90,,Aggregated,0.000000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,10,10,2800.0,2784.147590000066,2733.5540000058245,2818.815100006759,0.0
1761231801,105,GET,/booking/listavailableappartments,2.500000,2.500000,4400,4500,5400,5400,5500,5500,5500,5500,5500,5500,5500,20,20,2800.0,3877.317524999671,2733.5540000058245,5483.019400009653,0.0
1761231801,105,,Aggregated,2.500000,2.500000,4400,4500,5400,5400,5500,5500,5500,5500,5500,5500,5500,20,20,2800.0,3877.317524999671,2733.5540000058245,5483.019400009653,0.0
1761231802,120,GET,/booking/listavailableappartments,2.500000,2.500000,4400,4500,5400,5400,5500,5500,5500,5500,5500,5500,5500,20,20,2800.0,3877.317524999671,2733.5540000058245,5483.019400009653,0.0
1761231802,120,,Aggregated,2.500000,2.500000,4400,4500,5400,5400,5500,5500,5500,5500,5500,5500,5500,20,20,2800.0,3877.317524999671,2733.5540000058245,5483.019400009653,0.0
1761231803,135,GET,/booking/listavailableappartments,2.500000,2.500000,4400,4500,5400,5400,5500,5500,5500,5500,5500,5500,5500,20,20,2800.0,3877.317524999671,2733.5540000058245,5483.019400009653,0.0
1761231803,135,,Aggregated,2.500000,2.500000,4400,4500,5400,5400,5500,5500,5500,5500,5500,5500,5500,20,20,2800.0,3877.317524999671,2733.5540000058245,5483.019400009653,0.0
1761231804,150,GET,/booking/listavailableappartments,1.666667,1.666667,5400,5500,7100,7200,7200,7200,7200,7200,7200,7200,7200,30,30,4500.0,4971.997409999312,2733.5540000058245,7211.091299992404,0.0
1761231804,150,,Aggregated,1.666667,1.666667,5400,5500,7100,7200,7200,7200,7200,7200,7200,7200,7200,30,30,4500.0,4971.997409999312,2733.5540000058245,7211.091299992404,0.0
1761231805,150,GET,/booking/listavailableappartments,1.666667,1.666667,5400,5500,7100,7200,7200,7200,7200,7200,7200,7200,7200,30,30,4500.0,4971.997409999312,2733.5540000058245,7211.091299992404,0.0
1761231805,150,,Aggregated,1.666667,1.666667,5400,5500,7100,7200,7200,7200,7200,7200,7200,7200,7200,30,30,4500.0,4971.997409999312,2733.5540000058245,7211.091299992404,0.0
1761231806,140,GET,/booking/listavailableappartments,3.333333,3.333333,7100,7200,8800,8800,8900,8900,8900,8900,8900,8900,8900,40,40,5500.0,5944.3812349993095,2733.5540000058245,8907.605200001854,0.0
1761231806,140,,Aggregated,3.333333,3.333333,7100,7200,8800,8800,8900,8900,8900,8900,8900,8900,8900,40,40,5500.0,5944.3812349993095,2733.5540000058245,8907.605200001854,0.0
1761231807,140,GET,/booking/listavailableappartments,3.333333,3.333333,7100,7200,8800,8800,8900,8900,8900,8900,8900,8900,8900,40,40,5500.0,5944.3812349993095,2733.5540000058245,8907.605200001854,0.0
1761231807,140,,Aggregated,3.333333,3.333333,7100,7200,8800,8800,8900,8900,8900,8900,8900,8900,8900,40,40,5500.0,5944.3812349993095,2733.5540000058245,8907.605200001854,0.0
1761231808,140,GET,/booking/listavailableappartments,3.333333,3.333333,7100,7200,8800,8800,8900,8900,8900,8900,8900,8900,8900,40,40,5500.0,5944.3812349993095,2733.5540000058245,8907.605200001854,0.0
1761231808,140,,Aggregated,3.333333,3.333333,7200,7200,8800,8900,8900,8900,8900,8900,8900,8900,8900,40,40,5500.0,5944.3812349993095,2733.5540000058245,8907.605200001854,0.0
1761231809,130,GET,/booking/listavailableappartments,4.000000,4.000000,7200,8900,8900,11000,11000,12000,12000,12000,12000,12000,12000,50,50,7200.0,6966.92502599908,2733.5540000058245,11568.186299991794,0.0
1761231809,130,,Aggregated,4.000000,4.000000,8800,8900,11000,11000,11000,12000,12000,12000,12000,12000,12000,50,50,7200.0,6966.92502599908,2733.5540000058245,11568.186299991794,0.0
1761231810,130,GET,/booking/listavailableappartments,4.000000,4.000000,8800,8900,11000,11000,11000,12000,12000,12000,12000,12000,12000,50,50,7200.0,6966.92502599908,2733.5540000058245,11568.186299991794,0.0
1761231810,130,,Aggregated,4.000000,4.000000,8800,8900,11000,11000,11000,12000,12000,12000,12000,12000,12000,50,50,7200.0,6966.92502599908,2733.5540000058245,11568.186299991794,0.0
