Timestamp,User Count,Type,Name,Requests/s,Failures/s,25%,50%,75%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767631579,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767631580,15,GET,/recommendations,0.000000,0.000000,0,0,0,10,10,31,75.33357000211254,27.749999979278073,249.48420000146143,82.0
1767631580,15,,Aggregated,0.000000,0.000000,0,0,0,10,10,31,75.33357000211254,27.749999979278073,249.48420000146143,82.0
1767631581,45,GET,/hotels,0.000000,0.000000,0,0,0,15,15,39,247.7250133350026,8.008800010429695,1055.7928000052925,82.0
1767631581,45,GET,/recommendations,0.000000,0.000000,39,250,260,17,17,31,189.14646470597398,6.25979999313131,1052.6804999972228,82.0
1767631581,45,,Aggregated,0.000000,0.000000,17,41,260,32,32,39,216.60515937583114,6.25979999313131,1055.7928000052925,82.0
1767631582,60,GET,/hotels,0.000000,0.000000,14,32,260,27,27,39,315.9877407424911,7.917099981568754,1055.7928000052925,82.0
1767631582,60,GET,/recommendations,8.000000,8.000000,11,29,250,31,31,30,146.29830967544788,6.213699991349131,1052.6804999972228,82.0
1767631582,60,,Aggregated,8.000000,8.000000,14,33,250,58,58,31,225.29166551700249,6.213699991349131,1055.7928000052925,82.0
1767631583,75,GET,/hotels,5.000000,5.000000,12,22,250,48,48,32,240.5273395822102,6.24200000311248,1267.0754000137094,82.0
1767631583,75,GET,/recommendations,7.000000,7.000000,9,28,45,49,49,30,136.51805101865332,6.213699991349131,1052.6804999972228,82.0
1767631583,75,,Aggregated,12.000000,12.000000,11,29,240,97,97,30,187.98656494701137,6.213699991349131,1267.0754000137094,82.0
1767631584,90,GET,/hotels,7.666667,7.666667,9,18,41,79,79,28,165.0481468348033,6.24200000311248,1267.0754000137094,82.0
1767631584,90,POST,/login,0.000000,0.000000,0,0,0,1,1,11.296499986201525,11.296499986201525,11.296499986201525,11.296499986201525,82.0
1767631584,90,GET,/recommendations,8.666667,8.666667,8,13,44,61,61,28,131.95053934163536,6.213699991349131,1052.6804999972228,82.0
1767631584,90,,Aggregated,16.333333,16.333333,9,22,43,141,141,28,149.63888652322993,6.213699991349131,1267.0754000137094,82.0
