Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1761236354,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761236355,30,POST,/booking/add,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,63,60.76492000138387,28.175300001748838,84.19280000089202,65.0
1761236355,30,GET,/booking/listavailableappartments,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,15,0,92,99.14880666765384,37.77079998690169,145.52309999999125,4420.0
1761236355,30,GET,/search/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,10,0,45,50.65104000386782,32.433700005640276,75.03570000699256,28.0
1761236355,30,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,30,0,69,76.58557000201351,28.175300001748838,145.52309999999125,2230.1666666666665
1761236356,45,POST,/booking/add,0.000000,0.000000,54,65,67,67,81,81,81,81,81,81,81,12,0,61,54.58199999823895,15.618000004906207,84.19280000089202,65.0
1761236356,45,GET,/booking/listavailableappartments,0.000000,0.000000,72,78,88,90,91,100,100,100,100,100,100,30,0,78,84.50335333376036,37.47290000319481,145.52309999999125,4420.0
1761236356,45,GET,/search/search,0.000000,0.000000,270,290,290,290,310,320,320,320,320,320,320,23,0,75,136.2099826105607,13.49080000363756,317.61629998800345,28.0
1761236356,45,,Aggregated,0.000000,0.000000,78,100,120,270,290,310,320,320,320,320,320,65,0,72,97.27560307745499,13.49080000363756,317.61629998800345,2061.9076923076923
1761236357,60,POST,/booking/add,5.000000,0.000000,32,48,54,65,67,81,81,81,81,81,81,20,0,44,43.86755499872379,13.72629999241326,84.19280000089202,65.0
1761236357,60,GET,/booking/listavailableappartments,15.000000,0.000000,78,88,100,150,160,170,170,170,170,170,170,45,0,79,92.77135555619478,37.47290000319481,167.6010000082897,4420.0
1761236357,60,GET,/search/search,10.000000,0.000000,290,320,410,420,430,430,430,430,430,430,430,41,0,240.0,207.27799756157142,13.49080000363756,431.9885000004433,28.0
1761236357,60,,Aggregated,30.000000,0.000000,81,160,270,290,410,430,430,430,430,430,430,106,0,77,127.83452830214783,13.49080000363756,431.9885000004433,1899.5094339622642
1761236358,75,POST,/booking/add,5.000000,0.000000,67,93,100,100,110,120,120,120,120,120,120,41,0,65,62.76903902294069,10.976599995046854,124.40519999654498,65.0
1761236358,75,GET,/booking/listavailableappartments,15.000000,0.000000,78,91,98,110,160,160,170,170,170,170,170,60,0,79,90.45056166651193,37.47290000319481,167.6010000082897,4420.0
1761236358,75,GET,/search/search,6.500000,0.000000,120,290,320,370,420,430,430,430,430,430,430,55,0,100.0,165.58493090878156,12.253099994268268,431.9885000004433,28.0
1761236358,75,,Aggregated,26.500000,0.000000,88,100,120,160,310,420,430,430,430,430,430,156,0,78,109.6649711532966,10.976599995046854,431.9885000004433,1726.9551282051282
1761236359,90,POST,/booking/add,6.000000,0.000000,48,81,94,97,110,120,120,170,170,170,170,57,0,51,56.72341052508145,10.976599995046854,165.24899999785703,65.0
1761236359,90,GET,/booking/listavailableappartments,15.000000,0.000000,92,150,290,320,380,380,380,390,390,390,390,75,0,92,143.1783959995179,37.47290000319481,390.56100000743754,4420.0
