Timestamp,User Count,Type,Name,Requests/s,Failures/s,25%,50%,75%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767716346,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767716347,15,GET,/recommendations,0.000000,0.000000,0,0,0,2,0,31,30.993949971161783,30.680199968628585,31.30769997369498,204.0
1767716347,15,,Aggregated,0.000000,0.000000,0,0,0,2,0,31,30.993949971161783,30.680199968628585,31.30769997369498,204.0
1767716348,45,GET,/hotels,0.000000,0.000000,0,0,0,1,0,254.35289996676147,254.35289996676147,254.35289996676147,254.35289996676147,43.0
1767716348,45,GET,/recommendations,0.000000,0.000000,18,1000,1000,4,0,31,280.2246499923058,17.706400016322732,1041.2043000105768,204.0
1767716348,45,,Aggregated,0.000000,0.000000,18,250,1000,5,0,31,275.0502999871969,17.706400016322732,1041.2043000105768,171.8
1767716349,60,GET,/hotels,0.000000,0.000000,19,62,1000,5,0,62,277.0317999762483,13.774599996395409,1035.1894999621436,43.0
1767716349,60,GET,/recommendations,2.000000,0.000000,23,29,1000,9,0,31,366.611322226365,17.706400016322732,2069.5235999883153,438.1111111111111
1767716349,60,,Aggregated,2.000000,0.000000,23,32,1000,14,0,31,334.6186357084662,13.774599996395409,2069.5235999883153,297.0
1767716350,75,GET,/hotels,0.500000,0.000000,25,62,100,10,0,62,367.407889990136,13.774599996395409,2043.5108999954537,43.0
1767716350,75,GET,/recommendations,1.500000,0.000000,25,32,1000,10,0,31,333.9878100028727,17.706400016322732,2069.5235999883153,484.5
1767716350,75,,Aggregated,2.000000,0.000000,25,40,250,20,0,31,350.6978499965044,13.774599996395409,2069.5235999883153,263.75
1767716351,90,GET,/hotels,1.333333,0.000000,28,63,91,18,0,63,395.9880333277397,13.774599996395409,3043.9521999796852,43.0
1767716351,90,GET,/recommendations,2.666667,0.000000,23,32,2000,17,0,31,622.612482351114,16.30929997190833,2069.5235999883153,574.9411764705883
1767716351,90,,Aggregated,4.000000,0.000000,26,63,1000,35,0,62,506.0627657105215,13.774599996395409,3043.9521999796852,301.37142857142857
1767716352,105,GET,/hotels,2.000000,0.000000,30,63,280,31,0,63,491.7878419284769,13.774599996395409,5050.224100006744,43.0
1767716352,105,GET,/recommendations,2.500000,0.000000,20,32,2000,21,0,31,797.3908285687988,16.30929997190833,5085.106000013184,538.047619047619
1767716352,105,,Aggregated,4.500000,0.000000,28,63,1000,52,0,61,615.2044326870684,13.774599996395409,5085.106000013184,242.92307692307693
1767716353,120,GET,/hotels,2.600000,0.000000,28,61,270,41,0,61,433.4886268238401,12.483800004702061,5050.224100006744,43.0
1767716353,120,GET,/recommendations,3.200000,0.000000,20,32,2000,30,0,31,870.3475133321868,11.274399992544204,6116.6760000051,485.26666666666665
1767716353,120,,Aggregated,5.800000,0.000000,25,36,1000,71,0,36,618.0768887287753,11.274399992544204,6116.6760000051,229.8732394366197
1767716354,135,GET,/hotels,4.333333,0.000000,28,40,280,57,0,40,743.9295754353352,12.483800004702061,7053.298900020309,43.0
1767716354,135,GET,/recommendations,3.500000,0.000000,16,26,1000,42,0,26,866.3642023789829,9.628199972212315,7068.338199984282,471.57142857142856
1767716354,135,,Aggregated,7.833333,0.000000,20,36,1000,99,0,35,795.8715383811252,9.628199972212315,7068.338199984282,224.8181818181818
1767716355,150,GET,/hotels,4.714286,0.000000,28,40,260,70,0,40,645.9107571397908,12.483800004702061,7053.298900020309,43.0
1767716355,150,GET,/recommendations,3.857143,0.000000,15,23,1000,50,0,23,791.2312979984563,9.628199972212315,7068.338199984282,456.9
1767716355,150,,Aggregated,8.571429,0.000000,19,36,1000,120,0,33,706.4609824975681,9.628199972212315,7068.338199984282,215.45833333333334
1767716356,150,GET,/hotels,6.000000,0.000000,22,36,100,95,0,36,632.5661368386232,12.483800004702061,7053.298900020309,43.0
1767716356,150,GET,/recommendations,4.500000,0.000000,15,24,1000,65,0,25,804.7732938466092,9.628199972212315,7068.338199984282,495.4923076923077
1767716356,150,,Aggregated,10.500000,0.000000,18,32,280,160,0,31,702.5252943731175,9.628199972212315,7068.338199984282,226.825
1767716357,150,GET,/hotels,7.222222,0.000000,22,34,87,113,0,34,599.6120557502176,12.483800004702061,7090.107500029262,43.0
1767716357,150,POST,/login,0.000000,0.000000,0,0,0,1,0,11.451900005340576,11.451900005340576,11.451900005340576,11.451900005340576,64.0
1767716357,150,GET,/recommendations,5.222222,0.000000,15,22,1000,76,0,23,902.9758973690485,9.628199972212315,7068.338199984282,490.4342105263158
1767716357,150,,Aggregated,12.444444,0.000000,18,30,250,190,0,31,717.8620126306716,9.628199972212315,7090.107500029262,222.0842105263158
1767716358,150,GET,/hotels,7.900000,0.000000,22,32,65,133,0,32,552.640357141425,12.483800004702061,7090.107500029262,43.0
1767716358,150,POST,/login,0.000000,0.000000,0,0,0,1,0,11.451900005340576,11.451900005340576,11.451900005340576,11.451900005340576,64.0
1767716358,150,GET,/recommendations,6.200000,0.000000,14,22,1100,89,0,23,1161.1739000000762,9.628199972212315,11188.203500001691,464.44943820224717
1767716358,150,,Aggregated,14.100000,0.000000,18,28,100,223,0,30,793.0811502234154,9.628199972212315,11188.203500001691,211.29596412556054
1767716359,150,GET,/hotels,10.400000,0.000000,22,33,65,163,0,34,805.4930202447255,12.483800004702061,11221.933200024068,43.0
1767716359,150,POST,/login,0.000000,0.000000,11,11,11,1,0,11.451900005340576,11.451900005340576,11.451900005340576,11.451900005340576,64.0
1767716359,150,GET,/recommendations,6.800000,0.000000,14,20,1000,102,0,20,1084.4299980398157,9.628199972212315,11188.203500001691,472.578431372549
1767716359,150,,Aggregated,17.200000,0.000000,18,28,89,266,0,29,909.4686992479579,9.628199972212315,11221.933200024068,207.8045112781955
1767716360,150,GET,/hotels,11.600000,0.000000,22,32,61,195,0,32,798.6891164104096,12.483800004702061,11271.009000018239,43.0
1767716360,150,POST,/login,0.100000,0.000000,11,11,11,1,0,11.451900005340576,11.451900005340576,11.451900005340576,11.451900005340576,64.0
1767716360,150,GET,/recommendations,8.100000,0.000000,14,16,250,126,0,18,1083.1825103170038,9.628199972212315,11228.56600000523,455.35714285714283
1767716360,150,POST,/reservation,0.000000,0.000000,0,0,0,1,0,15.944199985824525,15.944199985824525,15.944199985824525,15.944199985824525,64.0
1767716360,150,,Aggregated,19.800000,0.000000,17,27,63,323,0,28,904.8073377707849,9.628199972212315,11271.009000018239,203.9876160990712
1767716361,150,GET,/hotels,14.800000,0.000000,21,30,51,218,0,32,782.0495339446924,12.483800004702061,11271.009000018239,43.0
1767716361,150,POST,/login,0.100000,0.000000,11,11,11,1,0,11.451900005340576,11.451900005340576,11.451900005340576,11.451900005340576,64.0
1767716361,150,GET,/recommendations,8.600000,0.000000,13,16,240,148,0,17,1246.2895175660772,9.628199972212315,15075.424399983604,451.55405405405406
1767716361,150,POST,/reservation,0.000000,0.000000,0,0,0,2,0,16,22.418350010411814,15.944199985824525,28.892500034999102,64.0
1767716361,150,,Aggregated,23.500000,0.000000,16,24,50,369,0,27,962.0431859071775,9.628199972212315,15075.424399983604,207.03523035230353
1767716362,150,GET,/hotels,16.800000,0.000000,20,30,50,247,0,32,828.5447639676644,12.483800004702061,15040.960500016809,43.0
1767716362,150,POST,/login,0.100000,0.000000,11,11,11,2,0,11.089599982369691,11.270749993855134,11.089599982369691,11.451900005340576,64.0
1767716362,150,GET,/recommendations,10.400000,0.000000,13,16,42,171,0,17,1149.6662842096184,9.628199972212315,15075.424399983604,443.1929824561403
1767716362,150,POST,/reservation,0.000000,0.000000,29,29,29,2,0,16,22.418350010411814,15.944199985824525,28.892500034999102,64.0
1767716362,150,,Aggregated,27.300000,0.000000,16,23,47,422,0,25,950.9736244072664,9.628199972212315,15075.424399983604,205.36255924170615
1767716363,150,GET,/hotels,19.000000,0.000000,20,28,49,274,0,30,858.3408686135688,12.483800004702061,15040.960500016809,43.0
1767716363,150,POST,/login,0.100000,0.000000,11,11,11,2,0,11.089599982369691,11.270749993855134,11.089599982369691,11.451900005340576,64.0
1767716363,150,GET,/recommendations,11.700000,0.000000,13,15,24,192,0,16,1140.7859395818984,9.628199972212315,15085.014900017995,442.8854166666667
1767716363,150,POST,/reservation,0.100000,0.000000,29,29,29,2,0,16,22.418350010411814,15.944199985824525,28.892500034999102,64.0
1767716363,150,,Aggregated,30.900000,0.000000,16,23,44,470,0,24,966.5610140422359,9.628199972212315,15085.014900017995,206.53617021276597
1767716364,150,GET,/hotels,20.300000,0.000000,20,28,47,307,0,30,808.0261078180066,12.483800004702061,15040.960500016809,43.0
1767716364,150,POST,/login,0.200000,0.000000,11,11,11,4,0,11,10.895825005718507,10.330400022212416,11.451900005340576,64.0
1767716364,150,GET,/recommendations,13.600000,0.000000,13,16,22,217,0,16,1080.632983408879,9.628199972212315,15085.014900017995,447.83870967741933
1767716364,150,POST,/reservation,0.200000,0.000000,29,29,29,2,0,16,22.418350010411814,15.944199985824525,28.892500034999102,64.0
1767716364,150,,Aggregated,34.300000,0.000000,16,22,43,530,0,24,910.6599858488651,9.628199972212315,15085.014900017995,208.99245283018868
1767716365,150,GET,/hotels,22.800000,0.000000,20,27,47,329,0,30,825.3349753809346,12.483800004702061,15040.960500016809,43.0
1767716365,150,POST,/login,0.200000,0.000000,11,11,11,4,0,11,10.895825005718507,10.330400022212416,11.451900005340576,64.0
1767716365,150,GET,/recommendations,15.200000,0.000000,13,15,20,239,0,16,1045.475659412176,9.628199972212315,15085.014900017995,446.2008368200837
1767716365,150,POST,/reservation,0.200000,0.000000,29,29,29,2,0,16,22.418350010411814,15.944199985824525,28.892500034999102,64.0
1767716365,150,,Aggregated,38.400000,0.000000,15,21,38,574,0,23,908.5231872820231,9.628199972212315,15085.014900017995,211.10278745644598
1767716366,150,GET,/hotels,23.600000,0.000000,19,26,47,368,0,28,771.0914638588766,12.483800004702061,15040.960500016809,43.0
1767716366,150,POST,/login,0.200000,0.000000,11,11,11,4,0,11,10.895825005718507,10.330400022212416,11.451900005340576,64.0
1767716366,150,GET,/recommendations,16.900000,0.000000,13,15,20,263,0,16,993.5960357388155,9.628199972212315,15085.014900017995,450.8745247148289
1767716366,150,POST,/reservation,0.200000,0.000000,12,29,29,3,0,16,19.034100017355133,12.265600031241775,28.892500034999102,64.0
1767716366,150,,Aggregated,40.900000,0.000000,15,20,36,638,0,22,854.5111311903606,9.628199972212315,15085.014900017995,211.36677115987462
1767716367,150,GET,/hotels,24.900000,0.000000,19,26,46,402,0,28,784.5248977614008,12.483800004702061,15097.23459999077,43.0
1767716367,150,POST,/login,0.400000,0.000000,11,11,11,4,0,11,10.895825005718507,10.330400022212416,11.451900005340576,64.0
1767716367,150,GET,/recommendations,17.600000,0.000000,13,15,20,290,4,16,1269.4141137907443,9.628199972212315,21080.67769999616,451.64827586206894
1767716367,150,POST,/reservation,0.200000,0.000000,20,25,29,5,0,20,20.4031000030227,12.265600031241775,28.892500034999102,64.0
1767716367,150,,Aggregated,43.100000,0.000000,15,20,36,701,4,22,975.25634907195,9.628199972212315,21080.67769999616,212.32524964336662
1767716368,150,GET,/hotels,26.100000,0.000000,18,26,44,431,5,28,977.2807183300562,12.483800004702061,21045.39400001522,42.501160092807424
1767716368,150,POST,/login,0.400000,0.000000,11,11,11,4,0,11,10.895825005718507,10.330400022212416,11.451900005340576,64.0
1767716368,150,GET,/recommendations,18.900000,0.000000,13,15,19,320,4,16,1266.5367221845372,9.628199972212315,21416.13560001133,452.734375
1767716368,150,POST,/reservation,0.300000,0.000000,20,25,29,5,0,20,20.4031000030227,12.265600031241775,28.892500034999102,64.0
1767716368,150,,Aggregated,45.700000,0.000000,15,19,34,760,9,22,1087.6912361833474,9.628199972212315,21416.13560001133,215.48552631578949
1767716369,150,GET,/hotels,27.600000,0.000000,19,26,43,473,6,28,937.9293522206834,12.483800004702061,21063.993699965067,42.45454545454545
1767716369,150,POST,/login,0.400000,0.000000,11,11,14,5,0,11,11.443459999281913,10.330400022212416,13.633999973535538,64.0
1767716369,150,GET,/recommendations,20.400000,0.000000,13,15,19,339,6,16,1413.0691253660168,9.628199972212315,21416.13560001133,452.17699115044246
1767716369,150,POST,/reservation,0.300000,0.000000,20,25,29,5,0,20,20.4031000030227,12.265600031241775,28.892500034999102,64.0
1767716369,150,,Aggregated,48.700000,0.000000,15,20,35,822,12,22,1122.6645375906014,9.628199972212315,21416.13560001133,211.6897810218978
1767716370,150,GET,/hotels,29.300000,0.000000,19,27,43,518,10,29,1022.6148395759996,12.483800004702061,21071.678399981465,42.16988416988417
1767716370,150,POST,/login,0.300000,0.000000,11,11,14,5,0,11,11.443459999281913,10.330400022212416,13.633999973535538,64.0
1767716370,150,GET,/recommendations,21.600000,0.400000,13,15,19,362,9,16,1543.0477298318617,9.297300013713539,21416.13560001133,454.11049723756906
1767716370,150,POST,/reservation,0.500000,0.000000,20,25,29,5,0,20,20.4031000030227,12.265600031241775,28.892500034999102,64.0
1767716370,150,,Aggregated,51.700000,0.400000,15,20,36,890,19,22,1222.9853908983296,9.297300013713539,21416.13560001133,209.9685393258427
1767716371,150,GET,/hotels,30.000000,0.500000,19,26,43,556,11,28,994.2945309354766,12.483800004702061,21071.678399981465,42.14928057553957
1767716371,150,POST,/login,0.300000,0.000000,11,11,14,5,0,11,11.443459999281913,10.330400022212416,13.633999973535538,64.0
1767716371,150,GET,/recommendations,23.000000,0.400000,13,15,20,391,10,16,1487.7226547286857,9.297300013713539,21416.13560001133,451.3682864450128
