Date,CPU Utilization,CPU Power
2026-01-04 17:11:40,0.00257731958763,0.03370196321650
2026-01-04 17:11:41,0.00789473684211,0.08457780277113
2026-01-04 17:11:42,0.00523560209424,0.05575866431701
2026-01-04 17:11:43,0.00266666666667,0.03046145840987
2026-01-04 17:11:44,0.00260416666667,0.02423822701987
2026-01-04 17:11:45,0.00813008130081,0.07220909310814
2026-01-04 17:11:46,0.00266666666667,0.02423825357448
2026-01-04 17:11:47,0.00524934383202,0.04755376686056
2026-01-04 17:11:48,0.00527704485488,0.04601981750287
2026-01-04 17:11:49,0.00271739130435,0.02190661353165
2026-01-04 17:11:50,0.01098901098901,0.08310150649236
2026-01-04 17:11:51,0.01084010840108,0.09053893606691
2026-01-04 17:11:52,0.00563380281690,0.04817020817026
2026-01-04 17:11:53,0.00333333333333,0.02845100142480
2026-01-04 17:11:54,0.00550964187328,0.03962606969834
2026-01-04 17:11:55,0.00555555555556,0.04344600123295
2026-01-04 17:11:56,0.00540540540541,0.04079862509581
2026-01-04 17:11:57,0.00602409638554,0.05085636819213
2026-01-04 17:11:58,0.00600600600601,0.04978816013187
2026-01-04 17:11:59,0.00602409638554,0.04800367394142
2026-01-04 17:12:00,0.00555555555556,0.04240812691622
2026-01-04 17:12:01,0.00810810810811,0.05976688501607
2026-01-04 17:12:02,0.00271002710027,0.01985278324629
2026-01-04 17:12:03,0.00579710144928,0.04413274547991
2026-01-04 17:12:04,0.00294117647059,0.02360560577756
2026-01-04 17:12:05,0.00571428571429,0.04207789444036
2026-01-04 17:12:06,0.00817438692098,0.06013698989216
2026-01-04 17:12:07,0.00529100529101,0.03918729201106
2026-01-04 17:12:08,0.00833333333333,0.06624962000038
2026-01-04 17:12:09,0.00286532951289,0.02192864974385
2026-01-04 17:12:10,0.00536193029491,0.03905495060548
2026-01-04 17:12:11,0.00578034682081,0.04266123394328
2026-01-04 17:12:12,0.00877192982456,0.06629772888273
2026-01-04 17:12:13,0.00579710144928,0.04428365507987
2026-01-04 17:12:14,0.00657894736842,0.05515729146245
2026-01-04 17:12:15,0.00579710144928,0.04420780979398
2026-01-04 17:12:16,0.00837988826816,0.06184880024779
2026-01-04 17:12:17,0.00579710144928,0.04475452799752
2026-01-04 17:12:18,0.01234567901235,0.10155024346491
2026-01-04 17:12:19,0.00579710144928,0.04436027222533
2026-01-04 17:12:20,0.00558659217877,0.04213335015275
2026-01-04 17:12:21,0.00890207715134,0.07143552373859
2026-01-04 17:12:22,0.00286532951289,0.02236351652722
2026-01-04 17:12:23,0.00833333333333,0.06470658884911
2026-01-04 17:12:24,0.00289017341040,0.02136049919007
2026-01-04 17:12:25,0.00295857988166,0.02228175422794
2026-01-04 17:12:26,0.00890207715134,0.06884904894283
2026-01-04 17:12:27,0.00564971751412,0.04308139005606
2026-01-04 17:12:28,0.00555555555556,0.04449564809682
2026-01-04 17:12:29,0.00557103064067,0.04133342835136
2026-01-04 17:12:30,0.00280112044818,0.02109982480491
2026-01-04 17:12:31,0.01176470588235,0.09136941969669
2026-01-04 17:12:32,0.00579710144928,0.04533495780829
2026-01-04 17:12:33,0.00276243093923,0.02154405864870
2026-01-04 17:12:34,0.00872093023256,0.06586716746499
2026-01-04 17:12:35,0.00613496932515,0.04798352978271
2026-01-04 17:12:36,0.00578034682081,0.04328760055173
2026-01-04 17:12:37,0.00278551532033,0.02156272450050
2026-01-04 17:12:38,0.00549450549451,0.04296348108976
2026-01-04 17:12:39,0.00552486187845,0.04136839929713
2026-01-04 17:12:40,0.00543478260870,0.04034554195762
2026-01-04 17:12:41,0.00540540540541,0.04005463326272
2026-01-04 17:12:42,0.00831024930748,0.06495743866580
2026-01-04 17:12:43,0.00586510263930,0.04807247014586
2026-01-04 17:12:44,0.00621118012422,0.04959234300372
2026-01-04 17:12:46,0.00619195046440,0.05034035108921
2026-01-04 17:12:47,0.00854700854701,0.06400951899889
2026-01-04 17:12:48,0.00558659217877,0.04194120988041
2026-01-04 17:12:49,0.01104972375691,0.08572210787094
2026-01-04 17:12:50,0.00558659217877,0.04163492384332
2026-01-04 17:12:51,0.00275482093664,0.02044734663109
2026-01-04 17:12:52,0.00547945205479,0.04027521198057
2026-01-04 17:12:53,0.01136363636364,0.08628789890190
2026-01-04 17:12:54,0.00277777777778,0.02208320666679
2026-01-04 17:12:55,0.00564971751412,0.04129185367598
2026-01-04 17:12:56,0.00273972602740,0.02008570918641
2026-01-04 17:12:57,0.00854700854701,0.06604534728870
2026-01-04 17:12:58,0.00609756097561,0.04920664327888
2026-01-04 17:12:59,0.00561797752809,0.04346987252906
2026-01-04 17:13:00,0.00552486187845,0.04107455419462
2026-01-04 17:13:01,0.00586510263930,0.04385244632607
2026-01-04 17:13:02,0.00638977635783,0.05494804524467
2026-01-04 17:13:03,0.00576368876081,0.04362863328637
2026-01-04 17:13:04,0.00549450549451,0.04049992737827
2026-01-04 17:13:05,0.00268817204301,0.02013006903490
2026-01-04 17:13:06,0.00533333333333,0.03937338032221
2026-01-04 17:13:07,0.00808625336927,0.05854777973714
2026-01-04 17:13:08,0.00536193029491,0.03960148006753
2026-01-04 17:13:09,0.00800000000000,0.05952937362345
2026-01-04 17:13:10,0.00810810810811,0.06138380113568
2026-01-04 17:13:11,0.00287356321839,0.02207709548882
2026-01-04 17:13:12,0.00900900900901,0.06830911002580
2026-01-04 17:13:13,0.00301204819277,0.02414742931850
2026-01-04 17:13:14,0.01159420289855,0.08712189512538
2026-01-04 17:13:15,0.00557103064067,0.04105360768377
2026-01-04 17:13:16,0.00537634408602,0.03861557165260
2026-01-04 17:13:17,0.00544959128065,0.03953318352470
2026-01-04 17:13:18,0.00536193029491,0.04019830264791
2026-01-04 17:13:19,0.00536193029491,0.04182558342960
2026-01-04 17:13:20,0.00542005420054,0.03985782380319
2026-01-04 17:13:21,0.00625000000000,0.04884384351209
2026-01-04 17:13:22,0.01142857142857,0.08462252045478
2026-01-04 17:13:23,0.00546448087432,0.04123402309309
2026-01-04 17:13:24,0.00286532951289,0.02261571282107
2026-01-04 17:13:25,0.00606060606061,0.04914497261644
2026-01-04 17:13:26,0.00569800569801,0.04254581578666
2026-01-04 17:13:27,0.00840336134454,0.06264390812595
2026-01-04 17:13:28,0.00289017341040,0.02271850344597
2026-01-04 17:13:29,0.00563380281690,0.04432834011075
2026-01-04 17:13:30,0.00600600600601,0.04653811088543
2026-01-04 17:13:31,0.00877192982456,0.06536921229669
2026-01-04 17:13:32,0.00281690140845,0.02113487997112
2026-01-04 17:13:33,0.00558659217877,0.04349548243804
2026-01-04 17:13:34,0.00552486187845,0.04355549136395
2026-01-04 17:13:35,0.00550964187328,0.04089469326217
2026-01-04 17:13:36,0.00277777777778,0.02100116989160
2026-01-04 17:13:37,0.00943396226415,0.07696075075598
2026-01-04 17:13:38,0.00597014925373,0.04683937790074
2026-01-04 17:13:39,0.00625000000000,0.04965275933531
2026-01-04 17:13:40,0.00284900284900,0.02136885228262
2026-01-04 17:13:41,0.00561797752809,0.04104440590899
2026-01-04 17:13:42,0.01685393258427,0.12378251247901
2026-01-04 17:13:43,0.00277008310249,0.02161383678889
2026-01-04 17:13:44,0.00544959128065,0.04379721237386
2026-01-04 17:13:45,0.00546448087432,0.04042135657391
2026-01-04 17:13:46,0.00586510263930,0.04552906660873
2026-01-04 17:13:47,0.00890207715134,0.06774546106240
2026-01-04 17:13:48,0.00286532951289,0.02257307690945
2026-01-04 17:13:49,0.00555555555556,0.04306201253401
2026-01-04 17:13:50,0.00294985250737,0.02279333650838
2026-01-04 17:13:51,0.00581395348837,0.04435349998173
2026-01-04 17:13:52,0.00949367088608,0.07592769296391
2026-01-04 17:13:53,0.00280898876404,0.02205012922282
2026-01-04 17:13:54,0.00810810810811,0.06588538175051
2026-01-04 17:13:55,0.00275482093664,0.02039168334282
2026-01-04 17:13:56,0.00584795321637,0.04384658748258
2026-01-04 17:13:57,0.00574712643678,0.04263569961542
2026-01-04 17:13:58,0.00550964187328,0.04106597450507
2026-01-04 17:13:59,0.00530503978780,0.04031571098396
2026-01-04 17:14:00,0.00558659217877,0.04219882929213
2026-01-04 17:14:01,0.00557103064067,0.04127641112811
2026-01-04 17:14:02,0.00560224089636,0.04253326430281
2026-01-04 17:14:03,0.00595238095238,0.04658519547518
2026-01-04 17:14:04,0.00914634146341,0.07174445055149
2026-01-04 17:14:05,0.00308641975309,0.02507561904199
2026-01-04 17:14:06,0.00555555555556,0.04045363064628
2026-01-04 17:14:07,0.00874635568513,0.06770707838664
2026-01-04 17:14:08,0.00277008310249,0.02284097929836
2026-01-04 17:14:09,0.00810810810811,0.06216589465144
