Method,Name,Error,Occurrences
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d384b67d50>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d384abfe10>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d3842ad290>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
POST,/apartment/add,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /apartment/add (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d3842bdcd0>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d384ab25d0>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d384b16ad0>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d3847dfe10>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
POST,/apartment/add,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /apartment/add (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d38486ffd0>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d384dc4510>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d38485d250>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
POST,/apartment/add,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /apartment/add (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d384fe0650>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
GET,/booking/listavailableappartments,"CatchResponseError(""HTTPConnectionPool(host='192.168.1.237', port=5000): Max retries exceeded with url: /booking/listavailableappartments (Caused by ConnectTimeoutError(<HTTPConnection(host='192.168.1.237', port=5000) at 0x2d3847de090>, 'Connection to 192.168.1.237 timed out. (connect timeout=None)'))"")",1
