Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767543099,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767543100,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767543101,30,POST,/apartment/add,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,104.83680000470486,104.83680000470486,104.83680000470486,104.83680000470486,87.0
1767543101,30,GET,/booking/listavailableappartments,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1418.054599998868,1418.054599998868,1418.054599998868,1418.054599998868,112863.0
1767543101,30,,Aggregated,0.000000,0.000000,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,2,0,104.83680000470486,761.4457000017865,104.83680000470486,1418.054599998868,56475.0
1767543102,60,POST,/apartment/add,0.000000,0.000000,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,4,0,180.0,1228.428475005785,104.83680000470486,2329.201500004274,87.0
1767543102,60,GET,/booking/listavailableappartments,0.000000,0.000000,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1,0,1418.054599998868,1418.054599998868,1418.054599998868,1418.054599998868,112863.0
1767543102,60,,Aggregated,0.000000,0.000000,1400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,5,0,1400.0,1266.3537000044016,104.83680000470486,2329.201500004274,22642.2
1767543103,75,POST,/apartment/add,0.000000,0.000000,1200,2300,2300,2300,2400,2400,2400,2400,2400,2400,2400,8,0,210.0,1110.0474500035489,104.83680000470486,2360.563700000057,87.0
1767543103,75,GET,/booking/listavailableappartments,0.000000,0.000000,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1,0,1418.054599998868,1418.054599998868,1418.054599998868,1418.054599998868,112863.0
1767543103,75,,Aggregated,0.000000,0.000000,1200,1400,2300,2300,2400,2400,2400,2400,2400,2400,2400,9,0,1200.0,1144.2704666696955,104.83680000470486,2360.563700000057,12617.666666666666
1767543104,90,POST,/apartment/add,1.333333,0.000000,1200,2200,2300,2300,2300,2400,2400,2400,2400,2400,2400,12,0,1200.0,1139.0003583352761,104.83680000470486,2360.563700000057,87.0
1767543104,90,GET,/booking/listavailableappartments,0.333333,0.000000,2900,2900,4000,4000,4000,4000,4000,4000,4000,4000,4000,3,0,2900.0,2784.8018999987594,1418.054599998868,3996.402399992803,112893.66666666667
1767543104,90,,Aggregated,1.666667,0.000000,1200,2200,2300,2400,2900,4000,4000,4000,4000,4000,4000,15,0,1200.0,1468.1606666679727,104.83680000470486,3996.402399992803,22648.333333333332
1767543105,105,POST,/apartment/add,1.333333,0.000000,1200,2200,2300,2300,2600,2700,2700,2700,2700,2700,2700,18,0,400.0,1117.277422223803,97.90659999998752,2700.3014000074472,87.0
1767543105,105,GET,/booking/listavailableappartments,0.333333,0.000000,2900,2900,4000,4000,4000,4000,4000,4000,4000,4000,4000,3,0,2900.0,2784.8018999987594,1418.054599998868,3996.402399992803,112893.66666666667
1767543105,105,,Aggregated,1.666667,0.000000,1200,2200,2300,2400,2700,2900,4000,4000,4000,4000,4000,21,0,1200.0,1355.4952047630823,97.90659999998752,3996.402399992803,16202.238095238095
1767543106,120,POST,/apartment/add,2.400000,0.000000,250,1200,2200,2300,2600,2700,5400,5400,5400,5400,5400,26,0,250.0,1018.2624692315585,88.16089999163523,5389.670000004116,87.0
1767543106,120,GET,/booking/listavailableappartments,0.200000,0.000000,2900,2900,4000,4000,4000,4000,4000,4000,4000,4000,4000,4,0,2800.0,2787.086050000653,1418.054599998868,3996.402399992803,112978.0
1767543106,120,,Aggregated,2.600000,0.000000,400,1400,2300,2600,2900,4000,5400,5400,5400,5400,5400,30,0,380.0,1254.1056133341044,88.16089999163523,5389.670000004116,15139.133333333333
1767543107,135,POST,/apartment/add,2.400000,0.000000,270,1200,2200,2300,2600,2700,5400,5400,5400,5400,5400,31,0,250.0,993.4129161302999,88.16089999163523,5389.670000004116,87.0
1767543107,135,POST,/booking/add,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,261.44159999967087,261.44159999967087,261.44159999967087,261.44159999967087,85.0
1767543107,135,GET,/booking/listavailableappartments,0.200000,0.000000,2900,4000,4000,5500,5500,5500,5500,5500,5500,5500,5500,5,0,2900.0,3338.167160001467,1418.054599998868,5542.491600004723,112964.2
1767543107,135,GET,/search/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,6300.616799999261,6300.616799999261,6300.616799999261,6300.616799999261,129090.0
1767543107,135,,Aggregated,2.600000,0.000000,400,2200,2400,2600,4000,5500,6300,6300,6300,6300,6300,38,0,380.0,1422.3340684222517,88.16089999163523,6300.616799999261,18334.026315789473
1767543108,150,POST,/apartment/add,3.571429,0.000000,250,1200,2300,2400,2600,5400,7500,7500,7500,7500,7500,36,0,250.0,1143.2832250009394,88.16089999163523,7528.651799992076,87.0
1767543108,150,POST,/booking/add,0.000000,0.000000,260,260,260,260,260,260,260,260,260,260,260,1,0,261.44159999967087,261.44159999967087,261.44159999967087,261.44159999967087,85.0
1767543108,150,GET,/booking/listavailableappartments,0.571429,0.000000,2900,4000,4000,5500,5500,5500,5500,5500,5500,5500,5500,5,0,2900.0,3338.167160001467,1418.054599998868,5542.491600004723,112964.2
1767543108,150,GET,/search/search,0.000000,0.000000,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,2,0,4100.0,5182.739650001167,4064.8625000030734,6300.616799999261,129090.0
1767543108,150,,Aggregated,4.142857,0.000000,400,2300,2600,2700,4100,5500,7500,7500,7500,7500,7500,44,0,380.0,1556.2716545464355,88.16089999163523,7528.651799992076,18777.68181818182
1767543109,150,POST,/apartment/add,3.875000,0.000000,380,1200,2300,2500,5400,5500,7500,7500,7500,7500,7500,50,0,370.0,1338.9313240011688,88.16089999163523,7528.651799992076,87.0
1767543109,150,POST,/booking/add,0.125000,0.000000,260,260,260,260,260,260,260,260,260,260,260,1,0,261.44159999967087,261.44159999967087,261.44159999967087,261.44159999967087,85.0
1767543109,150,GET,/booking/listavailableappartments,0.625000,0.000000,3400,3400,4000,4000,5500,5500,5500,5500,5500,5500,5500,6,0,2900.0,3353.295133332722,1418.054599998868,5542.491600004723,113146.66666666667
1767543109,150,GET,/search/search,0.125000,0.000000,4600,4600,6300,6300,6300,6300,6300,6300,6300,6300,6300,3,0,4600.0,4994.2935333335,4064.8625000030734,6300.616799999261,129090.0
1767543109,150,,Aggregated,4.750000,0.000000,600,2300,2700,3400,5400,6000,6300,7500,7500,7500,7500,60,0,580.0,1705.177653334249,88.16089999163523,7528.651799992076,17843.083333333332
1767543110,150,POST,/apartment/add,4.000000,0.000000,510,1400,2400,2600,5400,6000,7400,7500,7500,7500,7500,61,0,510.0,1500.1512295091773,88.16089999163523,7528.651799992076,87.0
1767543110,150,POST,/booking/add,0.111111,0.000000,260,260,260,260,260,260,260,260,260,260,260,1,0,261.44159999967087,261.44159999967087,261.44159999967087,261.44159999967087,85.0
1767543110,150,GET,/booking/listavailableappartments,0.555556,0.000000,3400,3400,4000,4000,5500,5500,5500,5500,5500,5500,5500,6,0,2900.0,3353.295133332722,1418.054599998868,5542.491600004723,113146.66666666667
1767543110,150,GET,/search/search,0.111111,0.000000,4600,4600,6300,6300,6300,6300,6300,6300,6300,6300,6300,3,0,4600.0,4994.2935333335,4064.8625000030734,6300.616799999261,129090.0
