Timestamp,User Count,Type,Name,Requests/s,Failures/s,25%,50%,75%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767705323,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767705324,15,GET,/hotels,0.000000,0.000000,0,0,0,1,0,46.26790003385395,46.26790003385395,46.26790003385395,46.26790003385395,43.0
1767705324,15,,Aggregated,0.000000,0.000000,0,0,0,1,0,46.26790003385395,46.26790003385395,46.26790003385395,46.26790003385395,43.0
1767705325,30,GET,/hotels,0.000000,0.000000,1000,1200,1200,3,0,1000.0,781.0275333467871,46.26790003385395,1249.4298000237904,1232.6666666666667
1767705325,30,GET,/recommendations,0.000000,0.000000,0,0,0,2,0,27,29.895649990066886,26.785299996845424,33.00599998328835,902.0
1767705325,30,,Aggregated,0.000000,0.000000,33,1000,1200,5,0,46,480.574780004099,26.785299996845424,1249.4298000237904,1100.4
1767705326,45,GET,/hotels,1.000000,0.000000,41,340,1200,11,0,46,704.4380636388352,16.395000042393804,2478.4603999578394,1000.6363636363636
1767705326,45,GET,/recommendations,0.000000,0.000000,13,33,33,4,0,27,26.62947498902213,13.288099959027022,33.43850001692772,727.5
1767705326,45,,Aggregated,1.000000,0.000000,33,43,1000,15,0,43,523.6891066655517,13.288099959027022,2478.4603999578394,927.8
1767705327,60,GET,/hotels,1.500000,0.000000,41,50,1100,14,0,46,634.555128577631,16.395000042393804,2478.4603999578394,915.8571428571429
1767705327,60,GET,/recommendations,1.000000,0.000000,14,33,2100,9,0,33,698.0519111061262,13.288099959027022,3038.3436999982223,439.1111111111111
1767705327,60,,Aggregated,2.500000,0.000000,27,44,1100,23,0,44,659.4016956539987,13.288099959027022,3038.3436999982223,729.304347826087
1767705328,75,GET,/hotels,1.500000,0.000000,39,110,1100,23,0,50,653.8321565224222,13.56720004696399,3069.124399975408,1062.8695652173913
1767705328,75,GET,/recommendations,1.000000,0.000000,16,52,2100,16,0,33,724.7412874930887,11.20379997882992,3079.0645999950357,468.5
1767705328,75,,Aggregated,2.500000,0.000000,18,50,1100,39,0,46,682.9230820488496,11.20379997882992,3079.0645999950357,819.025641025641
1767705329,105,GET,/hotels,3.500000,0.000000,38,50,1200,29,0,46,666.0821482776022,13.56720004696399,3069.124399975408,945.6551724137931
1767705329,105,GET,/recommendations,2.000000,0.000000,14,18,64,23,0,24,509.8591565164616,10.3697000304237,3079.0645999950357,419.5652173913044
1767705329,105,,Aggregated,5.500000,0.000000,16,41,1000,52,0,41,596.9835173063285,10.3697000304237,3079.0645999950357,712.9615384615385
1767705330,120,GET,/hotels,3.500000,0.000000,21,110,2100,45,0,85,991.2322222242235,13.56720004696399,5446.405299997423,983.2666666666667
1767705330,120,GET,/recommendations,2.000000,0.000000,14,16,64,28,0,16,602.4892642807182,10.3697000304237,5085.64900001511,406.57142857142856
1767705330,120,,Aggregated,5.500000,0.000000,16,41,1200,73,0,41,842.1253342458928,10.3697000304237,5446.405299997423,762.068493150685
1767705331,135,GET,/hotels,4.666667,0.000000,21,50,1200,60,0,47,831.6386650005976,13.56720004696399,5446.405299997423,983.4
1767705331,135,GET,/recommendations,3.666667,0.000000,14,18,52,39,0,20,800.3153871738901,10.3697000304237,7067.761600017548,457.87179487179486
1767705331,135,,Aggregated,8.333333,0.000000,17,39,1100,99,0,39,819.2991919173492,10.3697000304237,7067.761600017548,776.3737373737374
1767705332,150,GET,/hotels,6.428571,0.000000,21,46,1100,82,0,46,889.0486097576596,13.56720004696399,5446.405299997423,957.0975609756098
1767705332,150,POST,/login,0.000000,0.000000,0,0,0,1,0,9.514199977274984,9.514199977274984,9.514199977274984,9.514199977274984,64.0
1767705332,150,GET,/recommendations,4.000000,0.000000,14,16,52,48,0,16,926.2069083257908,10.3697000304237,7077.155200007837,410.8333333333333
1767705332,150,,Aggregated,10.428571,0.000000,16,38,1100,131,0,38,895.949861066743,9.514199977274984,7077.155200007837,750.1221374045801
1767705333,165,GET,/hotels,7.375000,0.000000,20,46,1200,101,0,46,859.043731683252,12.711599993053824,5446.405299997423,914.8712871287129
1767705333,165,POST,/login,0.000000,0.000000,10,10,10,1,0,9.514199977274984,9.514199977274984,9.514199977274984,9.514199977274984,64.0
1767705333,165,GET,/recommendations,4.875000,0.000000,14,16,45,67,0,16,909.954686560529,10.3697000304237,7077.155200007837,426.089552238806
1767705333,165,,Aggregated,12.250000,0.000000,16,33,1100,169,0,33,874.2005627191785,9.514199977274984,7077.155200007837,716.0591715976332
1767705334,180,GET,/hotels,8.888889,0.000000,18,42,1000,132,0,42,779.0378303007773,12.711599993053824,7135.469500033651,919.9621212121212
1767705334,180,POST,/login,0.111111,0.000000,10,10,10,1,0,9.514199977274984,9.514199977274984,9.514199977274984,9.514199977274984,64.0
1767705334,180,GET,/recommendations,5.222222,0.000000,13,16,52,75,0,16,922.7232813268589,10.3697000304237,7077.155200007837,439.76
1767705334,180,,Aggregated,14.222222,0.000000,16,32,360,208,0,32,827.147855284588,9.514199977274984,7135.469500033651,742.6971153846154
1767705335,195,GET,/hotels,10.000000,0.000000,20,46,360,167,0,46,755.9772221546503,12.711599993053824,7144.555900013074,1008.0538922155689
1767705335,195,POST,/login,0.100000,0.000000,10,10,10,1,0,9.514199977274984,9.514199977274984,9.514199977274984,9.514199977274984,64.0
1767705335,195,GET,/recommendations,6.700000,0.000000,14,17,45,94,0,17,838.5161680789872,10.3697000304237,7077.155200007837,452.06382978723406
1767705335,195,,Aggregated,16.800000,0.000000,16,32,350,262,0,34,782.741336256598,9.514199977274984,7144.555900013074,804.9732824427481
1767705336,210,GET,/hotels,12.900000,0.000000,20,45,360,189,0,46,803.4708597863626,12.711599993053824,11263.709800026845,1029.6455026455026
1767705336,210,POST,/login,0.100000,0.000000,10,10,10,1,0,9.514199977274984,9.514199977274984,9.514199977274984,9.514199977274984,64.0
1767705336,210,GET,/recommendations,7.300000,0.000000,13,16,37,111,0,16,742.4037351319147,10.3697000304237,7077.155200007837,452.3333333333333
1767705336,210,,Aggregated,20.300000,0.000000,16,32,330,301,0,34,778.3133597981473,9.514199977274984,11263.709800026845,813.5415282392026
1767705337,225,GET,/hotels,16.100000,0.000000,20,41,350,223,0,42,843.5929654687623,12.711599993053824,11268.878400034737,1002.0493273542601
1767705337,225,POST,/login,0.100000,0.000000,10,12,12,2,0,10,10.990049981046468,9.514199977274984,12.465899984817952,64.0
1767705337,225,GET,/recommendations,9.100000,0.000000,13,15,27,137,0,16,723.8948890479642,9.040499979164451,11276.049399981275,456.83941605839414
1767705337,225,,Aggregated,25.300000,0.000000,15,27,250,362,0,30,793.6928486162076,9.040499979164451,11276.049399981275,790.5303867403314
1767705338,240,GET,/hotels,17.500000,0.000000,20,41,350,256,0,42,822.4815789044442,12.19799998216331,11340.637899993453,1043.8984375
1767705338,240,POST,/login,0.100000,0.000000,10,12,12,2,0,10,10.990049981046468,9.514199977274984,12.465899984817952,64.0
1767705338,240,GET,/recommendations,10.400000,0.000000,12,15,25,163,0,16,612.641542328613,8.955700031947345,11276.049399981275,438.9509202453988
1767705338,240,,Aggregated,28.000000,0.000000,15,26,100,421,0,28,737.3820325393438,8.955700031947345,11340.637899993453,805.0237529691211
1767705339,255,GET,/hotels,20.400000,0.000000,21,41,340,295,0,42,969.2260399973809,12.19799998216331,15156.069599965122,1055.0474576271185
1767705339,255,POST,/login,0.200000,0.000000,10,12,12,2,0,10,10.990049981046468,9.514199977274984,12.465899984817952,64.0
1767705339,255,GET,/recommendations,12.400000,0.000000,13,16,25,195,0,16,605.538751792091,8.955700031947345,11317.126800015103,429.6461538461538
1767705339,255,,Aggregated,33.000000,0.000000,15,25,95,492,0,27,821.1864197126976,8.955700031947345,15156.069599965122,803.1463414634146
1767705340,270,GET,/hotels,23.000000,0.000000,21,42,340,333,0,43,1055.8494684660832,12.19799998216331,15430.31060002977,1055.984984984985
1767705340,270,POST,/login,0.200000,0.000000,10,12,12,2,0,10,10.990049981046468,9.514199977274984,12.465899984817952,64.0
1767705340,270,GET,/recommendations,14.200000,0.000000,13,16,25,223,0,16,555.2237959627705,8.955700031947345,11317.126800015103,429.8116591928251
1767705340,270,POST,/reservation,0.000000,0.000000,0,0,0,1,0,45.23349995724857,45.23349995724857,45.23349995724857,45.23349995724857,64.0
1767705340,270,,Aggregated,37.400000,0.000000,15,26,91,559,0,28,850.5903275470893,8.955700031947345,15430.31060002977,800.8640429338104
1767705341,285,GET,/hotels,26.000000,0.000000,21,41,330,378,0,42,967.311109521669,12.19799998216331,15430.31060002977,1062.1904761904761
1767705341,285,POST,/login,0.200000,0.000000,10,12,12,2,0,10,10.990049981046468,9.514199977274984,12.465899984817952,64.0
1767705341,285,GET,/recommendations,16.900000,0.000000,13,16,24,249,0,16,524.5419951795365,8.955700031947345,11317.126800015103,428.9116465863454
1767705341,285,POST,/reservation,0.000000,0.000000,0,0,0,2,0,23,33.96104997955263,22.688600001856685,45.23349995724857,64.0
1767705341,285,,Aggregated,43.100000,0.000000,16,25,80,631,0,28,786.5997755924194,8.955700031947345,15430.31060002977,805.9635499207607
1767705342,300,GET,/hotels,27.800000,0.000000,21,41,330,431,0,42,945.8256461696749,11.37880003079772,15430.31060002977,1040.169373549884
1767705342,300,POST,/login,0.200000,0.000000,9,10,12,3,0,10,10.481199986922244,9.463499998673797,12.465899984817952,64.0
1767705342,300,GET,/recommendations,18.500000,0.000000,13,16,24,289,0,16,567.56470899523,8.955700031947345,15079.996799991932,425.0
1767705342,300,POST,/reservation,0.000000,0.000000,23,45,45,2,0,23,33.96104997955263,22.688600001856685,45.23349995724857,64.0
1767705342,300,,Aggregated,46.500000,0.000000,16,24,79,725,0,27,788.657131170581,8.955700031947345,15430.31060002977,788.2179310344827
